"Main ID","Incident ID","Incident Type","Region of Incident","Incident Date","Incident Year",Month,"Number of Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Country of Origin","Region of Origin","Cause of Death","Country of Incident","Migration Route","Location of Incident",Coordinates,"UNSD Geographical Grouping","Information Source",URL,"Source Quality"
2021.MMP0932,2021.MMP0932,Incident,"Northern Africa",2021-12-20,2021,December,,17,17,105,,,,Unknown,"Sub-Saharan Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Spain,"Western Africa / Atlantic route to the Canary Islands","Off the coast of Santa Cruz de Tenerife, Spain - the dead were reported to have been thrown offboard 800 km southwest of the island before the remaining 105 were rescued","25.056323, -22.893275",Uncategorized,"Caminando Fronteras, Tenerife Weedly",https://archive.ph/JgTTb,4
2021.MMP0933,2021.MMP0933,Incident,"Western Africa",2021-12-08,2021,December,1,0,1,789,,1,,Sudan,"Northern Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Algeria,"Sahara Desert crossing","15-20 km North the Assamaka border post in Niger, in an unspecified location in the desert in Algeria","19.720003, 5.68523","Northern Africa","Alarm Phone Sahara",https://archive.ph/M8FAe,4
2021.MMP0935,2021.MMP0935,Incident,"Western Africa",2021-07-29,2021,July,19,0,19,,,,,Unknown,"Sub-Saharan Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Niger,"Sahara Desert crossing","Unspecified locations in the Kawar area in NE Niger. Near the villages of Dirkou, Lataï, Siguidine and Anèye, Niger. ","19.1374, 13.402547","Western Africa","Alarm Phone Sahara",https://archive.ph/wA8Fc,4
2021.MMP0936,2021.MMP0936,Incident,"Western Africa",2021-07-30,2021,July,1,0,1,,,1,,Nigeria,"Western Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Niger,"Sahara Desert crossing","Unspecified locations in the Kawar area in NE Niger. Near the village of Lataï, Niger ","19.1226, 12.011645","Western Africa","Alarm Phone Sahara",https://archive.ph/wA8Fc,4
2021.MMP0937,2021.MMP0937,Incident,"Northern Africa",2021-03-12,2021,March,50,0,50,,,,,Unknown,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",Algeria,"Sahara Desert crossing","Unspecified location outside of Algiers, Algeria on the way to Southern Algeria","29.438987, 2.787713","Northern Africa","Alarm Phone Sahara, Association Agir Ensemble pour lutter Contre l'Immigration Clandestine facebook page",https://archive.ph/i2Gdi,4
2021.MMP0938,2021.MMP0938,Incident,"Western Africa",2021-02-02,2021,February,,4,4,1,,,,Guinea,"Western Africa","Mixed or unknown",Niger,"Sahara Desert crossing","Unspecified location near Dirkou, Niger, heading towards Libya","19.791083, 13.303945","Western Africa","Alarm Phone Sahara",https://archive.ph/t5OQk,4
2021.MMP0939,2021.MMP0939,Incident,"Western Africa",2021-02-07,2021,February,,22,22,3,,,,Unknown,"Sub-Saharan Africa (P)","Mixed or unknown",Niger,"Sahara Desert crossing","Unspecified location between Dirkou and Agadez, Niger","18.59291, 10.578095","Western Africa","Alarm Phone Sahara",https://archive.ph/t5OQk,4
2021.MMP0940,2021.MMP0940,Incident,"Western Africa",2021-02-17,2021,February,1,0,1,,,,,Senegal,"Western Africa","Sickness / lack of access to adequate healthcare",Niger,"Sahara Desert crossing","Unspecified health center in Agadaz, Niger","16.976529, 7.989067","Western Africa","Alarm Phone Sahara",https://archive.ph/t5OQk,4
2021.MMP0941,2021.MMP0941,Incident,"North America",2021-04-15,2021,April,1,0,1,,1,,,Guatemala,"Central America","Sickness / lack of access to adequate healthcare","United States of America","US-Mexico border crossing","Next to a roadway just outside of Odessa, Crane County, Texas, United States of America","31.916582, -102.229673","Northern America","US Department of Justice, Border Report, Your Basin News, KSAT12",https://archive.ph/fJ1lz,5
2021.MMP0942,2021.MMP0942,Incident,Europe,2021-04-17,2021,April,1,0,1,,,1,,Afghanistan,"Southern Asia",Drowning,"Bosnia and Herzegovina","Western Balkans","Una River near Gradska Otoke, Bihać, Bosnia and Herzegovina","44.807091, 15.926243","Southern Europe",Hayat.ba,https://archive.ph/WxvS8,1
2021.MMP0943,2021.MMP0943,Incident,Europe,2021-06-13,2021,June,1,0,1,,,1,,Bangladesh,"Southern Asia",Drowning,"Bosnia and Herzegovina","Western Balkans","Una River, near Bihać, Bosnia and Herzegovina","44.822678, 15.902896","Southern Europe",Klix.ba,https://archive.ph/xaiCe#selection-905.1-905.73,1
2021.MMP0944,2021.MMP0944,Incident,"Northern Africa",2021-08-19,2021,August,1,0,1,,,1,,Unknown,Unknown,Violence,Libya,"Sahara Desert crossing","El Jadida, Sabha, Libya","27.05236046, 14.41354773","Northern Africa","IOM Libya Displacement Tracking Matrix",,2
2021.MMP0945,2021.MMP0945,Incident,"Northern Africa",2021-08-23,2021,August,1,0,1,,,1,,Sudan,"Northern Africa",Violence,Libya,"Sahara Desert crossing","Mahdia, Sabha, Libya","27.04785, 14.438844","Northern Africa","IOM Libya Displacement Tracking Matrix",,2
2021.MMP0946,2021.MMP0946,Incident,"Northern Africa",2021-08-28,2021,August,1,0,1,,,1,,Niger,"Western Africa",Violence,Libya,"Sahara Desert crossing","Died in Sabha medical center, shot in Murzuq, m El Araneb, Murzuq district, Libya","27.02907127, 14.43298611","Northern Africa","IOM Libya Displacement Tracking Matrix",,3
2021.MMP0947,2021.MMP0947,Incident,"Northern Africa",2021-08-31,2021,August,1,0,1,,,1,,Egypt,"Northern Africa",Violence,Libya,"Sahara Desert crossing","Mahdia, Sabha, Libya","27.046295, 14.427437","Northern Africa","IOM Libya Displacement Tracking Matrix",,2
2021.MMP0948,2021.MMP0948,Incident,"Northern Africa",2021-09-06,2021,September,1,0,1,1,,,,Unknown,Unknown,"Vehicle accident / death linked to hazardous transport",Libya,"Sahara Desert crossing","On route from Al Jawf to Buzaymah, Kufra district, Libya","24.67390976, 22.52902912","Northern Africa","IOM Libya Displacement Tracking Matrix",,5
2021.MMP0949,2021.MMP0949,Incident,"Northern Africa",2021-10-10,2021,October,1,0,1,,,1,,Sudan,"Northern Africa","Vehicle accident / death linked to hazardous transport",Libya,,"On coastal road, Al Mahjub, Misrata","32.3667658, 15.01840925","Northern Africa","IOM Libya Displacement Tracking Matrix",,4
2021.MMP0951,2021.MMP0951,Incident,"Northern Africa",2021-11-05,2021,November,1,0,1,,,,1,Chad,"Middle Africa",Violence,Libya,"Sahara Desert crossing","Murzuq, Om El Araneb, Murzuq district, Libya","26.14844899, 14.72850186","Northern Africa","IOM Libya Displacement Tracking Matrix",,4
2021.MMP0952,2021.MMP0952,Incident,"Northern Africa",2021-11-08,2021,November,1,0,1,,,1,,Sudan,"Northern Africa","Sickness / lack of access to adequate healthcare",Libya,"Sahara Desert crossing","Al Jawf, Kufra, Libya","24.1823415, 23.2912055","Northern Africa","IOM Libya Displacement Tracking Matrix",,1
2021.MMP0953,2021.MMP0953,Incident,"Northern Africa",2021-11-13,2021,November,1,0,1,1,,1,,Sudan,"Northern Africa","Vehicle accident / death linked to hazardous transport",Libya,"Sahara Desert crossing","Al Jawf, Kufra, Libya","24.12685469, 23.50183722","Northern Africa","IOM Libya Displacement Tracking Matrix",,5
2021.MMP0954,2021.MMP0954,Incident,"Northern Africa",2021-11-20,2021,November,1,0,1,,,1,,Unknown,"Sub-Saharan Africa","Vehicle accident / death linked to hazardous transport",Libya,,"Brak, Wadi Al shatii, Libya","27.55323146, 14.26638654","Northern Africa","IOM Libya Displacement Tracking Matrix",,2
2021.MMP0955,2021.MMP0955,Incident,"Southern Asia",2021-10-30,2021,October,1,0,1,,,1,,Afghanistan,"Southern Asia",Violence,"Iran (Islamic Republic of)","Afghanistan to Iran","Zabol, Sistan Wa Balochestan, Iran","31.088425, 61.498431","Southern Asia","IOM Afghanistan",,4
2021.MMP0956,2021.MMP0956,Incident,"Southern Asia",2021-11-03,2021,November,1,0,1,,,1,,Afghanistan,"Southern Asia","Sickness / lack of access to adequate healthcare","Iran (Islamic Republic of)","Afghanistan to Iran","Shiraz, Fars, Iran","29.600707, 52.577713","Southern Asia","IOM Afghanistan",,4
2021.MMP0957,2021.MMP0957,Incident,"Southern Asia",2021-12-01,2021,December,1,0,1,,,1,,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Bam, Kerman, Iran","29.098648, 58.356197","Southern Asia","IOM Afghanistan",,4
2021.MMP0958,2021.MMP0958,Incident,"Southern Asia",2021-12-07,2021,December,1,0,1,,,1,,Afghanistan,"Southern Asia","Vehicle accident / death linked to hazardous transport","Iran (Islamic Republic of)","Afghanistan to Iran","Bam, Kerman, Iran","29.098648, 58.356197","Southern Asia","IOM Afghanistan",,4
2021.MMP0959,2021.MMP0959,Incident,"Southern Asia",2021-12-25,2021,December,1,0,1,,,1,,Afghanistan,"Southern Asia","Mixed or unknown","Iran (Islamic Republic of)","Afghanistan to Iran","Bushehr, Bushehr, Iran","28.915293, 50.825886","Southern Asia","IOM Afghanistan",,4
2021.MMP0960,2021.MMP0960,Incident,"Southern Asia",2021-12-27,2021,December,1,0,1,,,1,,Afghanistan,"Southern Asia",Drowning,"Iran (Islamic Republic of)","Afghanistan to Iran","Awaz, Awaz, Iran","31.32451507, 48.667758","Southern Asia","IOM Afghanistan",,4
2021.MMP0961,2021.MMP0961,Incident,"Northern Africa",2021-08-02,2021,August,1,0,1,,1,,,Unknown,"Sub-Saharan Africa (P)",Violence,Libya,"Sahara Desert crossing","Al Qatrun, Libya","24.93411036, 14.6332043","Northern Africa","IOM Niger Displacement Tracking Matrix",,2
2021.MMP0962,2021.MMP0962,Incident,"Northern Africa",2021-08-17,2021,August,1,0,1,,,1,,Unknown,"Sub-Saharan Africa (P)",Violence,Libya,"Sahara Desert crossing","Al Qatrun, Libya","24.93411036, 14.6332043","Northern Africa","IOM Niger Displacement Tracking Matrix",,2
2021.MMP0963,2021.MMP0963,Incident,"Western Africa",2021-11-26,2021,November,3,0,3,,2,1,,Unknown,"Sub-Saharan Africa (P)","Vehicle accident / death linked to hazardous transport",Nigeria,,"Gumel, Jigawa, Nigeria","12.63559614, 9.385638472","Western Africa","IOM Niger Displacement Tracking Matrix",,2
2021.MMP0964,2021.MMP0964,Incident,"Western Africa",2021-12-12,2021,December,1,0,1,,,1,,Unknown,"Sub-Saharan Africa (P)",Violence,Niger,"Sahara Desert crossing","Djado, Niger","21.0172671, 12.30021461","Western Africa","IOM Niger Displacement Tracking Matrix",,2
2021.MMP0965,2021.MMP0965,Incident,"Western Africa",2021-12-30,2021,December,2,0,2,,,,,Unknown,"Sub-Saharan Africa (P)",Violence,Libya,"Sahara Desert crossing","Al Qatrun, Libya","24.93411036, 14.6332043","Northern Africa","IOM Niger Displacement Tracking Matrix",,2
2021.MMP0966,2021.MMP0966,Incident,"Northern Africa",2021-05-11,2021,May,2,0,2,,,2,,Unknown,"Sub-Saharan Africa (P)",Violence,Libya,"Sahara Desert crossing","Sabha, Libya","27.03442399, 14.42523921","Northern Africa","IOM Niger Displacement Tracking Matrix",,2
2021.MMP0967,2021.MMP0967,Incident,"Northern Africa",2021-07-31,2021,July,4,0,4,,1,2,1,Unknown,"Sub-Saharan Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Libya,"Sahara Desert crossing","Kufra, Libya","24.89027988, 23.04969825","Northern Africa","IOM Niger Displacement Tracking Matrix",,2
2021.MMP0968,2021.MMP0968,Incident,"Northern Africa",2021-08-10,2021,August,1,0,1,,1,,,Unknown,"Sub-Saharan Africa (P)",Violence,Libya,"Sahara Desert crossing","Sabha, Libya","27.03442399, 14.42523921","Northern Africa","IOM Niger Displacement Tracking Matrix",,2
2021.MMP0969,2021.MMP0969,Incident,"Northern Africa",2021-10-15,2021,October,2,0,2,,,2,,Unknown,"Sub-Saharan Africa (P)",Violence,Libya,,"Al Bayda, Libya","32.75869798, 21.73931047","Northern Africa","IOM Niger Displacement Tracking Matrix",,2
2021.MMP0970,"2021.MMP09701987,2021.MMP09701988","Split Incident",Caribbean,2021-05-28,2021,May,43,0,43,,,43,,"Mali,Mixed","Western Africa","Harsh environmental conditions / lack of adequate shelter, food, water","Trinidad and Tobago","Western Africa / Atlantic route to the Canary Islands","Boat was found drifting a few miles from Belle Garden Beach in Tobago, Trinidad and Tobago","11.23659, -60.595425",Caribbean,"Associated Press, Trinidad Daily Express",https://archive.ph/Y1p20,3
2021.MMP0971,2021.MMP0971,Incident,Caribbean,2021-06-24,2021,June,20,0,20,,,,2,Mixed,"Western Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water","Turks and Caicos Islands","Western Africa / Atlantic route to the Canary Islands","Boat was found drifting about a mile from the Grand Turk Island, Turks and Caicos","21.514388, -71.043143",Caribbean,"Associated Press, CBS News",https://archive.ph/Nnclw,3
2021.MMP0972,"2021.MMP09721990,2021.MMP09721991","Split Incident","Central America",2021-03-03,2021,March,6,0,6,,,6,,"Guinea,Unknown","Western Africa,Western Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Nicaragua,"Western Africa / Atlantic route to the Canary Islands","In the minicipality of Bluefields, in the South Caribbean Coast Autonomous Region","11.999417, -83.739302","Central America","CNN, Kaieteur News, News Room Guyana",https://archive.ph/gqcra,3
2021.MMP0973,2021.MMP0973,Incident,"South America",2021-04-01,2021,April,3,0,3,,1,2,,Mixed,"Western Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Brazil,"Western Africa / Atlantic route to the Canary Islands","Off the coast of Fortaleza, in the South Atlantic","-1.9238, -37.045232","South America","G1, Opovo, Diário do Nordeste",https://archive.ph/dydAf,3
2021.MMP0974,2021.MMP0974,Incident,Caribbean,2021-12-12,2021,December,7,0,7,,,7,,Mixed,"Western Africa (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Grenada,"Western Africa / Atlantic route to the Canary Islands","Boat was found drifting off the coast of Carriacou, Grenada","12.501255, -61.490715",Caribbean,"Loop Caribbean, The New Today Grenada",https://archive.ph/Yqr9g,3
2021.MMP0975,2021.MMP0975,Incident,"North America",2021-07-15,2021,July,1,0,1,,,1,,Mexico,"Central America",Drowning,"United States of America","US-Mexico border crossing","Near  16200 Wingo Reserve Rd, San Elizario, El Paso County, Texas, USA","31.557039, -106.271576","Northern America","El Paso County Sheriff's Office",,5
2021.MMP0976,2021.MMP0976,Incident,"North America",2021-07-15,2021,July,1,0,1,,,1,,Mexico,"Central America",Drowning,"United States of America","US-Mexico border crossing","In a canal close to Las Pompas Rd and Petunia Dr, San Elizario, El Paso County, Texas, 79849, United States of America","31.5628152, -106.279259","Northern America","El Paso County Sheriff's Office",,5
2021.MMP0977,2021.MMP0977,Incident,"North America",2021-08-27,2021,August,1,0,1,,1,,,Guatemala,"Central America",Violence,"United States of America","US-Mexico border crossing","Near Shaffer Rd and Alameda Ave, Tornillo, El Paso County, TX, USA","31.440618, -106.08232","Northern America","El Paso County Sheriff's Office",,5
2021.MMP0978,2021.MMP0978,Incident,"North America",2021-09-07,2021,September,1,0,1,,,1,,Guatemala,"Central America",Drowning,"United States of America","US-Mexico border crossing","Near 400 W Main St, Fabens, El Paso County, Texas, USA","31.504752, -106.162186","Northern America","El Paso County Sheriff's Office",,5
2021.MMP0979,2021.MMP0979,Incident,"North America",2021-11-28,2021,November,1,0,1,,,1,,Cuba,Caribbean,Violence,"United States of America","US-Mexico border crossing","Unspecified location between Island Guadalupe Rd and Wingo Reserve Rd, El Paso County, Texas, USA","31.437216, -106.149169","Northern America","El Paso County Sheriff's Office",,5
2021.MMP0980,2021.MMP0980,Incident,"Northern Africa",2021-10-07,2021,October,2,0,2,,,2,,"Côte d'Ivoire","Western Africa",Violence,Algeria,,"Unspecified location in Oran, Algeria","35.71134714, -0.659081426","Northern Africa","IOM Mali Displacement Tracking Matrix",,4
2021.MMP0981,2021.MMP0981,Incident,"North America",2021-01-25,2021,January,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.20685, -112.9377","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0982,2021.MMP0982,Incident,"North America",2021-03-13,2021,March,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.122583, -113.238833","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0983,2021.MMP0983,Incident,"North America",2021-04-22,2021,April,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.06872, -111.44147","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0984,2021.MMP0984,Incident,"North America",2021-09-15,2021,September,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.31397, -113.252225","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0985,2021.MMP0985,Incident,"North America",2021-10-28,2021,October,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.80436, -111.81794","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0986,2021.MMP0986,Incident,"North America",2021-11-12,2021,November,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.79826, -111.81471","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0987,2021.MMP0987,Incident,"North America",2021-11-20,2021,November,1,0,1,,1,,,Mexico,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","See coordinates, Cochise County, Arizona, United States of America","31.456738, -110.380205","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0988,2021.MMP0988,Incident,"North America",2021-11-24,2021,November,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.64411, -112.20444","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0989,2021.MMP0989,Incident,"North America",2021-11-25,2021,November,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.83042, -113.09374","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0990,2021.MMP0990,Incident,"North America",2021-11-25,2021,November,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.70415, -112.2041","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0991,2021.MMP0991,Incident,"North America",2021-11-25,2021,November,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.7586, -112.39055","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0992,2021.MMP0992,Incident,"North America",2021-11-25,2021,November,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.833267, -112.651033","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0993,2021.MMP0993,Incident,"North America",2021-11-29,2021,November,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)",Drowning,"United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.924662, -112.82253","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0994,2021.MMP0994,Incident,"North America",2021-12-11,2021,December,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)",Drowning,"United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.948507, -112.890648","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0995,2021.MMP0995,Incident,"North America",2021-12-14,2021,December,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)",Drowning,"United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.924662, -112.82233","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0996,2021.MMP0996,Incident,"North America",2021-12-16,2021,December,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.790879, -113.012269","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0997,2021.MMP0997,Incident,"North America",2021-12-24,2021,December,1,0,1,,,,,Unknown,"Latin America / Caribbean (P)","Mixed or unknown","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.791079, -113.012269","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0998,2021.MMP0998,Incident,"North America",2021-12-28,2021,December,1,0,1,,,1,,Unknown,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Pima County Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.790833, -112.305556","Northern America","Pima County Office of the Medical Examiner (PCOME)",https://humaneborders.info/app/mapa.asp,5
2021.MMP0999,2021.MMP0999,Incident,"North America",2021-01-12,2021,January,1,0,1,,,1,,Mexico,"Central America","Accidental death","United States of America","US-Mexico border crossing","Border Wall Marker PVB 10, Santa Teresa, Dona Ana County, New Mexico, United States of America","31.7837, -107.126","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1000,2021.MMP1000,Incident,"North America",2021-02-04,2021,February,1,0,1,,1,,,Cuba,Caribbean,"Sickness / lack of access to adequate healthcare","United States of America","US-Mexico border crossing","Binational Way & Via de Pancho Papen, Sunland Park, Dona Ana County, New Mexico, United States of America","31.7898, -106.672","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1001,2021.MMP1001,Incident,"North America",2021-02-17,2021,February,1,0,1,,1,,,Mexico,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","Highway 46 MM 3, Lordsburg, Hidalgo County, New Mexico, United States of America","31.9662, -108.328","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1002,2021.MMP1002,Incident,"North America",2021-03-09,2021,March,1,0,1,,,1,,Ecuador,"South America","Accidental death","United States of America","US-Mexico border crossing","Highway 9, Mile marker 124, Santa Teresa, Dona Ana County, New Mexico, United States of America","31.7837, -107.058","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1003,2021.MMP1003,Incident,"North America",2021-04-23,2021,April,1,0,1,,,1,,Ecuador,"South America","Mixed or unknown","United States of America","US-Mexico border crossing","250 m ESE of Anapra Rd & Union Pacific RR intersec, Sunland Park, Dona Ana County, New Mexico, United States of America","31.7841, -106.567","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1004,2021.MMP1004,Incident,"North America",2021-04-23,2021,April,1,0,1,,,1,,Mexico,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","Coordinate provided by UNMOME, Animas, Dona Ana County, New Mexico, 88020, United States of America","31.8541, -108.588","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1005,2021.MMP1005,Incident,"North America",2021-05-05,2021,May,1,0,1,,,1,,Ecuador,"South America","Mixed or unknown","United States of America","US-Mexico border crossing","Highway 185, mm 20, Radium Springs, Dona Ana County, New Mexico, United States of America","32.5355, -106.99","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1006,2021.MMP1006,Incident,"North America",2021-05-12,2021,May,1,0,1,,,1,,Mexico,"Central America","Mixed or unknown","United States of America","US-Mexico border crossing","Brockman Hill at the Continental Divide Crossing, rural area, Grant County, New Mexico, United States of America","32.0767, -108.524","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1007,2021.MMP1007,Incident,"North America",2021-06-01,2021,June,1,0,1,,,1,,Ecuador,"South America","Mixed or unknown","United States of America","US-Mexico border crossing","1000 Camino Real, Sunland Park, Dona Ana County, New Mexico, United States of America","31.7962, -106.594","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1008,2021.MMP1008,Incident,"North America",2021-06-08,2021,June,1,0,1,,,1,,Mexico,"Central America","Accidental death","United States of America","US-Mexico border crossing","Columbus, NM. Mile Marker 77 Highway 9, Columbus, Luna County, New Mexico, United States of America","31.78474903, -107.8160871","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1009,2021.MMP1009,Incident,"North America",2021-06-11,2021,June,1,0,1,,,1,,Ecuador,"South America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","300 m south of County Road B-02, Las Cruces, Dona Ana County, New Mexico, United States of America","32.1052, -107.022","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1010,2021.MMP1010,Incident,"North America",2021-06-13,2021,June,1,0,1,,1,,,Mexico,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","1.57 miles W of Strauss Rd and 900 N of County Road, Sana Teresa, Dona Ana County, New Mexico, United States of America","31.84249097, -106.7508279","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
2021.MMP1011,2021.MMP1011,Incident,"North America",2021-06-15,2021,June,1,0,1,,1,,,Mexico,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","United States of America","US-Mexico border crossing","West NB St Rd 9 and MM24, Sunland Park, Dona Ana County, New Mexico, United States of America","31.8432, -108.227","Northern America","University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes",,5
